,COUNTY,WWWRACE4,WWWAGEC1,W1STATE,HISWT1RV,STRATA,CENSDIV,CL2,WWWEDU3,RHWT2CC,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
878,-0.8189623808484321,-0.9999999999999999,0.9999999999999998,-0.8181818181818182,-0.09486364045011841,1.0,0.9999999999999998,0.1428571428571428,0.0,-1.0,0,0,1,0,0,1,1
984,-0.8511242086880595,-0.9999999999999999,-0.6666666666666666,-0.8545454545454545,-0.3265262784855655,1.0,0.41935483870967727,0.1428571428571428,0.0,-0.8647221230933669,0,0,1,0,0,1,1
968,0.4934148293676779,-0.9999999999999999,-0.33333333333333326,0.49090909090909074,-0.12632172707058775,1.0,-0.935483870967742,0.1428571428571428,0.0,-0.8584109453734632,1,0,0,1,0,1,1
1039,0.09037328094302532,-0.9999999999999999,-0.33333333333333326,0.09090909090909083,-0.4125807800041852,1.0,-0.29032258064516125,0.1428571428571428,0.0,-1.0,0,0,1,1,0,1,1
1242,0.8921632831259547,-0.9999999999999999,0.33333333333333326,0.8909090909090909,-0.6138590806292126,1.0,0.9999999999999998,0.1428571428571428,1.0,-1.0,0,0,1,0,0,1,1
2345,0.7090882631157678,-0.33333333333333326,0.9999999999999998,0.709090909090909,-1.0,-1.0,0.41935483870967727,-0.9999999999999999,-1.0,-0.968032442938215,0,0,1,1,1,1,1
1667,0.01746343593101929,-0.9999999999999999,0.33333333333333326,0.018181818181818077,-1.0,1.0,-0.29032258064516125,-0.9999999999999999,1.0,-0.9505453150037337,1,0,1,0,0,1,1
682,0.018409372043949546,-0.9999999999999999,-0.33333333333333326,0.018181818181818077,-0.7319675615957726,1.0,-0.29032258064516125,0.1428571428571428,1.0,-0.9619988038583652,0,0,1,0,0,1,1
1069,-0.6011787819253439,-0.9999999999999999,0.9999999999999998,-0.6000000000000001,-0.7110329585833238,1.0,0.29032258064516125,-0.9999999999999999,-1.0,-1.0,0,0,1,0,1,1,1
1314,-0.3773557447427782,-0.9999999999999999,0.33333333333333326,-0.38181818181818183,-0.6109586705062244,1.0,-0.3548387096774195,-0.9999999999999999,1.0,-0.9342395794212637,1,0,1,0,0,1,1
192,-0.8180892090518811,0.3333333333333335,0.9999999999999998,-0.8181818181818182,-0.9521444783877145,-1.0,0.9999999999999998,-0.9999999999999999,-1.0,-1.0,0,0,1,1,1,1,1
1239,-0.30917558029542325,-0.9999999999999999,0.9999999999999998,-0.3090909090909091,-0.7575993270506505,1.0,-0.29032258064516125,1.0,0.0,-1.0,0,0,1,1,0,0,1
270,-0.14658371534599446,-0.33333333333333326,0.0,-0.1636363636363637,-0.9940084729732567,0.0,0.29032258064516125,-0.9999999999999999,0.0,-1.0,0,0,1,1,0,1,1
1182,1.0,-0.9999999999999999,0.9999999999999998,0.9999999999999998,-0.601906115134315,1.0,0.9354838709677418,-0.9999999999999999,1.0,-0.944016150422983,1,0,1,0,0,1,1
658,0.7461980644691841,-0.9999999999999999,-0.33333333333333326,0.7454545454545454,-0.6342533826489802,1.0,0.9354838709677418,0.1428571428571428,1.0,-0.929171728917284,1,0,1,0,0,1,1
1658,0.3818671323582914,-0.9999999999999999,0.6666666666666667,0.38181818181818183,-1.0,1.0,-0.3548387096774195,-0.9999999999999999,0.0,-0.8881834618570124,1,0,1,0,0,1,1
1005,0.27504911591355574,-0.9999999999999999,0.33333333333333326,0.2727272727272727,-0.9204468746838781,1.0,-0.935483870967742,0.1428571428571428,1.0,-0.9842968085762243,1,0,0,1,0,1,1
106,0.7170195736011058,1.0,0.33333333333333326,0.709090909090909,-0.9770751446009671,-1.0,0.41935483870967727,-0.9999999999999999,0.0,-0.9933202886193041,1,0,1,0,0,0,1
1089,0.8175798588372261,-0.9999999999999999,-0.33333333333333326,0.8181818181818181,-0.7631171393585372,1.0,0.29032258064516125,-0.9999999999999999,0.0,-1.0,0,0,1,0,0,1,1
1663,0.6005239030779304,-0.9999999999999999,0.9999999999999998,0.5999999999999999,-1.0,1.0,0.29032258064516125,-0.9999999999999999,0.0,-0.9326609371592418,0,0,1,0,0,1,1
1406,-0.3799752601324312,-0.9999999999999999,-1.0,-0.38181818181818183,-0.3606177829936298,1.0,-0.3548387096774195,-0.9999999999999999,0.0,-1.0,0,0,1,0,0,1,1
706,0.41759441170050193,-0.9999999999999999,-0.33333333333333326,0.4181818181818182,-0.25960687923626613,1.0,0.41935483870967727,-0.9999999999999999,0.0,-1.0,0,0,1,0,0,1,1
2940,-0.08644400785854633,-0.33333333333333326,-0.6666666666666666,-0.09090909090909094,-1.0,0.0,-0.3548387096774195,-0.9999999999999999,1.0,-0.9956537010307609,1,0,1,1,0,1,1
1910,-0.08731717965509733,-0.9999999999999999,0.33333333333333326,-0.09090909090909094,-1.0,1.0,-0.3548387096774195,-0.9999999999999999,0.0,-0.9175005365390023,0,0,1,0,0,1,1
1037,-0.3796842028669142,-0.9999999999999999,0.33333333333333326,-0.38181818181818183,-0.6276578645677905,1.0,-0.3548387096774195,0.1428571428571428,1.0,-1.0,0,0,1,0,0,1,1
3086,0.4913046641926797,-0.9999999999999999,0.6666666666666667,0.49090909090909074,-1.0,1.0,-0.935483870967742,-0.9999999999999999,0.0,-0.8797856421800418,1,0,1,0,0,1,1
2703,0.27315724368769545,-0.33333333333333326,-0.6666666666666666,0.2727272727272727,-1.0,0.0,-0.935483870967742,-0.9999999999999999,0.0,-0.9988585739870849,1,0,1,1,0,1,1
349,-0.23531979917048695,-0.33333333333333326,-1.0,-0.23636363636363644,-0.9746067699925821,0.0,0.41935483870967727,-0.9999999999999999,0.0,-1.0,0,0,1,1,0,1,1
3309,-0.38201266099105013,-0.9999999999999999,0.0,-0.38181818181818183,-1.0,1.0,-0.3548387096774195,0.1428571428571428,0.0,-0.8007544161636921,1,0,1,1,0,1,1
1269,0.5998690242305171,1.0,0.33333333333333326,0.5999999999999999,-0.5404504471418939,1.0,0.29032258064516125,-0.9999999999999999,0.0,-1.0,0,0,1,0,0,0,1
915,-0.08644400785854633,-0.9999999999999999,-0.33333333333333326,-0.09090909090909094,-0.3880625990374367,1.0,-0.3548387096774195,-0.9999999999999999,0.0,-0.9112466288329503,0,0,1,0,0,1,1
1165,-0.16444735501709973,-0.9999999999999999,-0.33333333333333326,-0.1636363636363637,-0.5262342787170744,1.0,0.29032258064516125,-0.9999999999999999,0.0,-0.9185035672712589,1,0,1,0,0,1,1
304,-0.41868587644619093,-0.33333333333333326,0.6666666666666667,-0.4181818181818182,-0.9990689086135278,0.0,-0.3548387096774195,-0.9999999999999999,1.0,-1.0,0,0,1,1,0,1,1
2769,-0.08644400785854633,-0.33333333333333326,0.33333333333333326,-0.09090909090909094,-1.0,0.0,-0.3548387096774195,0.1428571428571428,0.0,-0.9974356631701378,1,0,1,1,0,1,1
1352,0.9675471148948556,-0.9999999999999999,-0.33333333333333326,0.9636363636363636,-0.22191734101244875,1.0,-0.3548387096774195,-0.9999999999999999,1.0,-0.868479158842438,1,0,0,0,0,1,1
1154,0.4209415702539472,-0.9999999999999999,0.9999999999999998,0.4181818181818182,-0.7239574780966878,1.0,0.41935483870967727,0.1428571428571428,0.0,-0.9525156004203708,1,0,1,0,0,1,1
1565,0.6019064250891362,-0.9999999999999999,0.33333333333333326,0.5999999999999999,-1.0,1.0,0.29032258064516125,-0.9999999999999999,1.0,-0.9330469833730813,0,0,1,0,0,1,1
2017,0.02022847995343069,-0.9999999999999999,-0.33333333333333326,0.018181818181818077,-1.0,0.0,-0.29032258064516125,0.1428571428571428,1.0,-0.999145229308516,0,0,1,1,0,1,1
111,0.7090882631157678,-0.9999999999999999,-0.6666666666666666,0.709090909090909,-0.9824199842575444,-1.0,0.41935483870967727,-0.9999999999999999,0.0,-1.0,0,0,1,1,0,1,1
611,-0.30866623008076854,-0.9999999999999999,0.33333333333333326,-0.3090909090909091,-0.7319675615957726,1.0,-0.29032258064516125,0.1428571428571428,1.0,-0.9619988038583652,1,0,1,0,0,1,1
1753,-0.09102815979043888,-0.9999999999999999,0.0,-0.09090909090909094,-1.0,1.0,-0.3548387096774195,-0.9999999999999999,1.0,-0.9642306653353704,1,0,1,0,0,1,1
1112,0.31172233136869654,-0.9999999999999999,0.6666666666666667,0.3090909090909091,-0.8351860012187473,1.0,0.29032258064516125,-0.9999999999999999,1.0,-1.0,0,0,1,0,0,1,1
2247,0.7158553445390379,0.3333333333333335,0.0,0.709090909090909,-1.0,-1.0,0.41935483870967727,0.1428571428571428,1.0,-0.9983428094357374,0,0,1,1,0,1,1
1881,-0.41657571127119275,-0.9999999999999999,0.9999999999999998,-0.4181818181818182,-1.0,1.0,-0.3548387096774195,-0.9999999999999999,1.0,-0.819311241082014,0,0,1,0,0,1,1
1552,-0.8164156297751584,-0.9999999999999999,0.9999999999999998,-0.8181818181818182,-1.0,1.0,0.9999999999999998,-0.9999999999999999,0.0,-0.47471290822206247,1,0,1,0,0,1,1
1347,-0.6744524485192462,-0.9999999999999999,0.0,-0.6727272727272727,-0.6699622614965541,1.0,0.29032258064516125,0.1428571428571428,0.0,-0.943227428356293,0,0,1,0,0,1,1
1656,0.7463435931019426,-0.9999999999999999,-0.33333333333333326,0.7454545454545454,-1.0,1.0,0.9354838709677418,0.1428571428571428,0.0,-0.9130691807854834,0,0,1,0,0,1,1
1168,0.4904314923961288,-0.9999999999999999,-0.33333333333333326,0.49090909090909074,-0.2530875501435007,1.0,-0.935483870967742,-0.9999999999999999,0.0,-1.0,0,0,1,0,0,1,1
3077,0.38608746270828775,-0.9999999999999999,0.33333333333333326,0.38181818181818183,-1.0,1.0,-0.3548387096774195,-0.9999999999999999,0.0,-0.8671738651601743,0,0,1,0,0,1,1
668,0.9294913774285087,1.0,0.0,0.9272727272727272,-0.3172497639180799,1.0,0.29032258064516125,0.1428571428571428,0.0,-1.0,0,0,1,0,0,0,1
1508,0.3866695772393216,-0.9999999999999999,0.33333333333333326,0.38181818181818183,-1.0,1.0,-0.3548387096774195,0.1428571428571428,1.0,-0.9095582632714614,0,0,0,0,0,1,1
1419,0.6781634286545877,-0.9999999999999999,-0.33333333333333326,0.6727272727272726,-0.37964834663623603,1.0,0.35483870967741926,-0.9999999999999999,1.0,-0.8762802960377004,1,0,1,0,0,1,1
1860,0.383540711635014,-0.33333333333333326,0.6666666666666667,0.38181818181818183,-1.0,1.0,-0.3548387096774195,-0.9999999999999999,0.0,-0.791868251667206,1,0,1,0,0,1,1
2410,-0.8919449901768174,0.3333333333333335,0.9999999999999998,-0.8909090909090909,-1.0,-1.0,0.9354838709677418,-0.9999999999999999,0.0,-0.9975166778879688,1,0,1,1,0,1,1
641,0.4941424725314705,-0.9999999999999999,0.0,0.49090909090909074,-0.21582575317384467,1.0,-0.935483870967742,0.1428571428571428,0.0,-0.8877537785198966,1,0,0,1,0,1,1
1229,-0.4191224623444664,-0.9999999999999999,0.33333333333333326,-0.4181818181818182,-0.8647091206785088,1.0,-0.3548387096774195,-0.9999999999999999,1.0,-0.9808186827241111,0,0,1,0,0,1,1
1047,0.4934148293676779,-0.9999999999999999,0.9999999999999998,0.49090909090909074,-0.6265437750717504,1.0,-0.935483870967742,-0.9999999999999999,0.0,-1.0,0,0,1,0,0,1,1
476,-0.6380702903296225,-0.9999999999999999,0.0,-0.6363636363636365,-0.9874372682650189,0.0,0.29032258064516125,-0.9999999999999999,1.0,-0.9979595758565672,1,0,1,1,0,1,1
2064,0.48984937786509475,-0.33333333333333326,0.9999999999999998,0.49090909090909074,-0.4816920678664586,1.0,-0.935483870967742,-0.9999999999999999,0.0,-0.8828321892122604,0,0,0,0,0,1,1
2218,0.7102524921778357,-0.9999999999999999,0.33333333333333326,0.709090909090909,-1.0,-1.0,0.41935483870967727,0.1428571428571428,1.0,-0.9993912959081382,0,0,1,1,0,1,1
1188,-0.7105435494433531,-0.33333333333333326,-0.6666666666666666,-0.7090909090909091,-0.6045141147487783,1.0,-1.0,0.1428571428571428,1.0,-1.0,0,0,0,0,0,1,1
1695,0.6005239030779304,1.0,0.33333333333333326,0.5999999999999999,-1.0,1.0,0.29032258064516125,-0.9999999999999999,0.0,-0.9564191407470823,0,0,1,0,0,0,1
637,0.19995634141017238,-0.9999999999999999,-0.33333333333333326,0.19999999999999996,-0.736977141417936,1.0,-0.935483870967742,0.1428571428571428,1.0,-1.0,0,0,0,1,0,1,1
34,0.7131630648330056,-0.9999999999999999,0.33333333333333326,0.709090909090909,-0.9974602450898906,-1.0,0.41935483870967727,-0.9999999999999999,1.0,-0.9995874959884629,0,0,1,1,0,1,1
1249,-0.41868587644619093,-0.9999999999999999,0.0,-0.4181818181818182,-0.4886379077920934,1.0,-0.3548387096774195,0.1428571428571428,0.0,-1.0,0,0,1,1,0,1,1
891,-0.5980499163210362,-0.9999999999999999,0.6666666666666667,-0.6000000000000001,-0.9305901977352843,1.0,0.29032258064516125,-0.9999999999999999,1.0,-0.9861572704098943,1,0,1,0,0,1,1
1772,0.9655824783526157,-0.9999999999999999,-0.33333333333333326,0.9636363636363636,-1.0,1.0,-0.3548387096774195,-0.9999999999999999,1.0,-0.8795446855384906,1,0,1,0,0,1,1
2186,0.7090882631157678,-0.9999999999999999,0.33333333333333326,0.709090909090909,-1.0,-1.0,0.41935483870967727,0.1428571428571428,-1.0,-0.9983503870995873,1,0,1,1,1,1,1
295,0.27315724368769545,-0.33333333333333326,0.0,0.2727272727272727,-0.9854838557702743,0.0,-0.935483870967742,-0.9999999999999999,0.0,-1.0,0,0,1,1,0,1,1
581,-0.71083460670887,-0.9999999999999999,-0.6666666666666666,-0.7090909090909091,-0.4210511539564483,1.0,-1.0,0.1428571428571428,1.0,-1.0,0,0,1,0,0,1,1
301,0.4209415702539472,-0.33333333333333326,0.6666666666666667,0.4181818181818182,-0.9825737358942095,0.0,0.41935483870967727,-0.9999999999999999,0.0,-0.9925123883429275,1,0,1,1,0,1,1
2408,0.23510150622134884,0.3333333333333335,0.0,0.23636363636363633,-1.0,-1.0,0.9354838709677418,0.1428571428571428,1.0,-0.9996571932568106,1,0,1,1,0,1,1
1216,0.45455868442115976,-0.9999999999999999,-0.33333333333333326,0.45454545454545436,-0.8886818249229161,1.0,0.9999999999999998,0.1428571428571428,0.0,-0.9837420238706238,0,0,1,0,0,1,1
169,0.7090882631157678,0.3333333333333335,0.0,0.709090909090909,-0.9338305384932425,-1.0,0.41935483870967727,0.1428571428571428,-1.0,-0.9473345370704178,1,0,1,1,1,1,1
215,0.7249508840864438,-0.9999999999999999,0.0,0.709090909090909,-0.9902092099102684,-1.0,0.41935483870967727,0.1428571428571428,0.0,-1.0,0,0,1,1,0,1,1
2031,-0.23531979917048695,-0.33333333333333326,-0.33333333333333326,-0.23636363636363644,-1.0,0.0,0.41935483870967727,0.1428571428571428,0.0,-0.9411313090749673,0,0,1,1,0,1,1
1990,0.2743942370661425,-0.33333333333333326,0.0,0.2727272727272727,-1.0,0.0,-0.935483870967742,-0.9999999999999999,1.0,-0.9975237665662253,0,0,1,1,0,1,1
1021,0.7141090009459359,-0.9999999999999999,0.0,0.709090909090909,-0.8079402125366196,1.0,0.41935483870967727,-0.9999999999999999,1.0,-0.968805874741904,0,0,1,0,0,1,1
885,-0.08906352324819922,-0.9999999999999999,-0.33333333333333326,-0.09090909090909094,-0.40699369616099057,1.0,-0.3548387096774195,0.1428571428571428,0.0,-0.9090236885197258,0,0,1,1,0,1,1
371,0.27366659390235015,-0.33333333333333326,0.33333333333333326,0.2727272727272727,-0.9854838557702743,0.0,-0.935483870967742,-0.9999999999999999,0.0,-0.9955335805736935,0,0,1,1,0,1,1
1960,-0.6380702903296225,-0.33333333333333326,-0.6666666666666666,-0.6363636363636365,-1.0,0.0,0.29032258064516125,0.1428571428571428,0.0,1.0,0,0,1,1,0,0,0
3279,-0.01477115622498748,-0.9999999999999999,-1.0,-0.0181818181818183,-1.0,1.0,0.35483870967741926,-0.9999999999999999,0.0,-0.9327076423042002,0,0,1,0,0,1,1
3013,-0.08644400785854633,-0.33333333333333326,-0.33333333333333326,-0.09090909090909094,-1.0,0.0,-0.3548387096774195,-0.9999999999999999,0.0,-0.9807505437475662,0,0,1,1,0,1,1
892,-0.09088263115768047,-0.9999999999999999,0.9999999999999998,-0.09090909090909094,-0.5105875932525171,1.0,-0.3548387096774195,-0.9999999999999999,0.0,-0.9319575984337829,1,0,1,0,0,1,1
1357,0.455213563268573,-0.9999999999999999,0.9999999999999998,0.45454545454545436,0.8914617454388409,1.0,0.9999999999999998,-0.9999999999999999,0.0,-0.7538847996862855,0,0,1,0,0,1,1
1389,-0.4543403914720222,-0.9999999999999999,-0.33333333333333326,-0.4545454545454546,-0.23569998272176684,1.0,0.9354838709677418,-0.9999999999999999,1.0,-0.8519902953460456,0,0,1,0,0,1,1
737,-0.41868587644619093,-0.33333333333333326,0.0,-0.4181818181818182,-0.8030009983675176,1.0,-0.3548387096774195,0.1428571428571428,1.0,-1.0,0,0,1,0,0,1,1
172,0.7158553445390379,-0.9999999999999999,-1.0,0.709090909090909,-0.992699353054449,-1.0,0.41935483870967727,-0.9999999999999999,0.0,-0.9987441542180608,1,0,1,1,0,1,1
1607,-0.8173615658880886,-0.9999999999999999,0.9999999999999998,-0.8181818181818182,-1.0,1.0,0.9999999999999998,-0.9999999999999999,0.0,-0.3293038102689547,1,0,1,0,0,1,1
1015,0.31325038201266087,-0.9999999999999999,0.0,0.3090909090909091,-0.13309887574959067,1.0,0.29032258064516125,-0.9999999999999999,0.0,-0.8258691618837907,0,0,1,0,0,1,1
334,-0.37990249581605195,-0.33333333333333326,0.9999999999999998,-0.38181818181818183,-0.993479007479906,0.0,-0.3548387096774195,-0.9999999999999999,0.0,-1.0,0,0,1,1,0,1,1
2052,-0.16393800480244503,-0.33333333333333326,-0.6666666666666666,-0.1636363636363637,-1.0,0.0,0.29032258064516125,0.1428571428571428,1.0,-0.9862971220721117,0,0,1,1,0,1,1
1075,-0.340245943389362,-0.9999999999999999,0.33333333333333326,-0.34545454545454546,-0.7575993270506505,1.0,-0.29032258064516125,1.0,0.0,-1.0,0,0,1,1,0,0,1
412,-0.8186713235829151,-0.33333333333333326,0.0,-0.8181818181818182,-0.8824444289645899,0.0,0.9999999999999998,-0.9999999999999999,0.0,-1.0,0,0,1,1,0,1,1
553,0.8210725460234298,-0.9999999999999999,0.33333333333333326,0.8181818181818181,-0.8411599422832096,1.0,0.29032258064516125,0.1428571428571428,0.0,-0.9791013617764044,1,0,1,1,0,1,1
755,-0.561231172233137,-0.9999999999999999,0.9999999999999998,-0.5636363636363637,-0.6823198845660383,1.0,0.29032258064516125,0.1428571428571428,0.0,-1.0,0,0,1,0,0,1,1
3277,0.02364840282325531,-0.33333333333333326,0.9999999999999998,0.018181818181818077,-1.0,1.0,-0.29032258064516125,0.1428571428571428,1.0,-0.7762860579493042,1,0,0,0,0,1,1
3255,0.23568362075238292,-0.9999999999999999,0.6666666666666667,0.23636363636363633,-1.0,1.0,0.9354838709677418,0.1428571428571428,0.0,-0.9130691807854834,1,0,1,0,0,1,1
556,-0.5539547405952122,-0.9999999999999999,-0.6666666666666666,-0.5636363636363637,-0.2463533512540279,1.0,0.29032258064516125,-0.9999999999999999,0.0,-1.0,0,0,1,0,0,1,1
1022,-0.050061849668922465,-0.9999999999999999,-0.33333333333333326,-0.054545454545454564,-0.8659837807978863,1.0,-0.29032258064516125,-0.9999999999999999,1.0,-1.0,0,0,1,0,0,1,1
861,-0.6013243105581024,-0.9999999999999999,0.33333333333333326,-0.6000000000000001,-0.861180395470188,1.0,0.29032258064516125,0.1428571428571428,1.0,-1.0,0,0,1,0,0,1,1
1914,0.9662373572000287,-0.9999999999999999,-0.33333333333333326,0.9636363636363636,-1.0,1.0,-0.3548387096774195,0.1428571428571428,1.0,-0.9642306653353704,1,0,0,0,0,1,1
274,0.8448300953212542,-0.9999999999999999,0.0,0.8181818181818181,-0.9754183274652795,0.0,0.29032258064516125,-0.9999999999999999,0.0,-1.0,0,0,1,1,0,1,1
2003,0.19915593393000064,-0.33333333333333326,-1.0,0.19999999999999996,-1.0,0.0,-0.935483870967742,-0.9999999999999999,1.0,-0.9967753284258362,0,0,1,1,0,1,1
1190,-0.562104344029688,-0.9999999999999999,-0.33333333333333326,-0.5636363636363637,-0.722360790940376,1.0,0.29032258064516125,-0.9999999999999999,1.0,-1.0,0,0,1,0,0,1,1
1610,0.38608746270828775,-0.9999999999999999,0.33333333333333326,0.38181818181818183,-1.0,1.0,-0.3548387096774195,-0.9999999999999999,0.0,-0.6046670170503459,1,0,1,0,0,1,1
2067,0.4930510077857817,-0.9999999999999999,-0.6666666666666666,0.49090909090909074,-0.736977141417936,1.0,-0.935483870967742,-0.9999999999999999,1.0,-1.0,0,0,1,0,0,1,1
2848,-0.41868587644619093,-0.9999999999999999,0.6666666666666667,-0.4181818181818182,-1.0,0.0,-0.3548387096774195,0.1428571428571428,1.0,-0.9996908558494714,1,0,1,1,0,1,1
2095,0.4174488830677434,-0.9999999999999999,0.0,0.4181818181818182,-0.753180884533676,1.0,0.41935483870967727,-0.9999999999999999,0.0,-0.9675259284406095,0,0,1,0,0,1,1
130,0.7102524921778357,-0.9999999999999999,0.6666666666666667,0.709090909090909,-0.9799462756795374,-1.0,0.41935483870967727,0.1428571428571428,1.0,-0.9967428976330859,1,0,1,1,0,1,1
847,-0.08782652986975203,1.0,0.0,-0.09090909090909094,-0.744472498329831,1.0,-0.3548387096774195,-0.9999999999999999,1.0,-0.7502613695452589,0,0,0,0,0,0,1
573,0.9644182492905475,-0.9999999999999999,0.6666666666666667,0.9636363636363636,-0.703496848080305,1.0,-0.3548387096774195,0.1428571428571428,0.0,-0.9545118442598629,1,0,1,1,0,1,1
2148,-0.8917994615440589,0.3333333333333335,0.33333333333333326,-0.8909090909090909,-1.0,-1.0,0.9354838709677418,-0.9999999999999999,-1.0,-0.9801370692167934,0,0,1,1,1,1,1
1985,-0.41868587644619093,-0.33333333333333326,0.33333333333333326,-0.4181818181818182,-1.0,0.0,-0.3548387096774195,0.1428571428571428,0.0,-0.9974356631701378,0,0,1,1,0,1,1
